source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[acquisition date]	comment[ms1 scan range]	comment[ms2 scan range]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]
MOMI_QC_APEM_P191_E12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P191_E12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P191_E12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P191_F12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P191_F12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P191_F12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P191_G12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P191_G12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P191_G12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P191_H12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P191_H12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P191_H12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P192_E12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P192_E12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P192_E12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P192_F12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P192_F12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P192_F12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P192_G12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P192_G12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P192_G12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P192_H12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P192_H12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P192_H12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P193_E12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P193_E12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P193_E12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P193_F12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P193_F12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P193_F12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P193_G12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P193_G12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P193_G12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P193_H12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P193_H12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P193_H12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P194_E12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P194_E12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P194_E12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P194_F12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P194_F12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P194_F12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P194_G12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P194_G12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P194_G12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P194_H12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P194_H12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P194_H12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P195_E12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P195_E12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P195_E12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P195_F12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P195_F12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P195_F12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P195_G12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P195_G12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P195_G12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P195_H12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P195_H12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P195_H12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P196_E12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P196_E12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P196_E12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_APEM_P196_F12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P196_F12_R01	proteomic profiling by mass spectrometry	1	20241104_OA2_Evo08_ViAl_SA_FAIMS40_IO28_A556_MOMI_APEM_P196_F12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI APEM	2024-11-04	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
